taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,avg_maturity_primary_score,avg_maturity_secondary_score,bin_maturity_primary_score,min_maturity_primary_score,min_maturity_secondary_score,score_GM
Aristida vagans,TRUE,NA,NA,0.3,1--5,1,0.11627907,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Imperata cylindrica,TRUE,NA,NA,0.3,1--5,1,0.11627907,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Lobelia purpurascens,TRUE,NA,NA,0.3,1--5,1,0.11627907,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Brunoniella pumilio,TRUE,TRUE,NA,1,1--5,1,0.11627907,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Pseuderanthemum variabile,TRUE,NA,NA,NA,1--5,1,0.135658915,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Solanum chenopodioides,TRUE,NA,NA,NA,NA,NA,0.135658915,0.2,NA,NA,NA,NA,NA,0.2,0.2
Verbena litoralis,TRUE,NA,NA,NA,NA,NA,0.135658915,0.2,NA,NA,NA,NA,NA,0.2,0.2
Entolasia stricta,TRUE,TRUE,NA,0.3,0--1,1,0.15503876,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Eragrostis brownii,TRUE,TRUE,NA,0.3,0--1,1,0.15503876,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Microlaena stipoides,TRUE,NA,NA,NA,0--1,NA,0.15503876,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Aristida ramosa,TRUE,NA,NA,NA,1--5,NA,0.15503876,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Echinopogon caespitosus,TRUE,NA,NA,NA,1--5,NA,0.15503876,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Cymbopogon refractus,TRUE,FALSE,NA,0.3,1--5,1,0.174418605,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Rumex brownii,TRUE,FALSE,NA,0.4,1--5,1,0.174418605,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Lagenophora gracilis,TRUE,NA,NA,1,1--5,1,0.174418605,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Paspalum urvillei,TRUE,NA,NA,NA,NA,1,0.174418605,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Setaria parviflora,TRUE,NA,NA,NA,NA,1,0.174418605,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Eragrostis leptostachya,TRUE,NA,NA,0.3,0--1,NA,0.174418605,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Entolasia marginata,TRUE,TRUE,NA,NA,0--1,NA,0.174418605,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Nothoscordum borbonicum,TRUE,NA,NA,NA,NA,NA,0.174418605,0.2,NA,NA,NA,NA,NA,0.2,0.2
Poa labillardieri,TRUE,NA,NA,NA,NA,NA,0.174418605,0.2,NA,NA,NA,NA,NA,0.2,0.2
Gamochaeta americana,TRUE,NA,NA,NA,NA,0.519230769,0.19379845,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Blechnum cartilagineum,TRUE,NA,NA,NA,0--5,1,0.19379845,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Ptilothrix deusta,TRUE,TRUE,NA,0.35,1--5,1,0.19379845,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Leichhardtia suaveolens,TRUE,FALSE,NA,0.4,1--5,1,0.19379845,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Glycine tabacina,TRUE,TRUE,NA,0.5,1--5,1,0.19379845,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Commelina cyanea,TRUE,NA,NA,NA,1--5,1,0.19379845,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Cyperus brevifolius,TRUE,NA,NA,0.2,NA,1,0.19379845,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Cyperus eragrostis,TRUE,NA,NA,0.4,NA,1,0.19379845,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Hypochaeris radicata,TRUE,TRUE,NA,1,NA,1,0.19379845,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Paspalum dilatatum,TRUE,NA,NA,NA,NA,1,0.19379845,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Pteridium esculentum,TRUE,TRUE,NA,2,1--5,2,0.19379845,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Juncus articulatus,TRUE,NA,NA,NA,NA,2,0.19379845,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Cyperus polystachyos,FALSE,NA,NA,NA,0--1,NA,0.19379845,1,NA,NA,NA,0.2,NA,0.2,0.341995189
Isolepis cernua,TRUE,NA,NA,NA,0--1,NA,0.19379845,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Alternanthera denticulata,TRUE,TRUE,NA,NA,0--1,NA,0.19379845,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Centella asiatica,TRUE,NA,NA,NA,1--5,NA,0.19379845,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Corunastylis fimbriata,TRUE,NA,NA,NA,1--5,NA,0.19379845,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Hydrocotyle sibthorpioides,TRUE,TRUE,NA,NA,1--5,NA,0.19379845,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Todea barbara,TRUE,FALSE,NA,1,5--20,NA,0.19379845,0.2,1,NA,0.2,1,NA,0.2,0.380730788
Chiloglottis sp. [Kubiak_2009],TRUE,NA,NA,NA,NA,NA,0.19379845,0.2,NA,NA,NA,NA,NA,0.2,0.2
Erigeron karvinskianus,TRUE,NA,NA,NA,NA,NA,0.19379845,0.2,NA,NA,NA,NA,NA,0.2,0.2
Telmatoblechnum indicum,TRUE,NA,NA,NA,NA,NA,0.19379845,0.2,NA,NA,NA,NA,NA,0.2,0.2
Plantago lanceolata,TRUE,FALSE,NA,NA,NA,NA,0.19379845,0.2,1,NA,NA,NA,NA,0.2,0.341995189
Lagenophora stipitata,TRUE,FALSE,NA,NA,1--5,1,0.2,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Drosera auriculata,TRUE,TRUE,NA,NA,1--5,1,0.2,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Thysanotus juncifolius,TRUE,TRUE,NA,NA,1--5,1,0.2,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Xanthorrhoea media,TRUE,FALSE,NA,1.25,NA,1,0.2,0.2,1,NA,0.2,NA,0.2,0.2,0.275945932
Pimelea spicata,TRUE,TRUE,NA,NA,NA,1,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Rytidosperma tenuius,TRUE,NA,NA,1,0--1,1,0.213178295,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Epilobium billardiereanum subsp. cinereum,TRUE,TRUE,NA,NA,0--1,1,0.213178295,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Hypericum gramineum,TRUE,TRUE,NA,NA,1--5,1,0.213178295,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Taraxacum sect. Taraxacum,TRUE,TRUE,NA,1,NA,1,0.213178295,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Paspalum quadrifarium,TRUE,NA,NA,NA,NA,1,0.213178295,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Brachyscome triloba,TRUE,NA,NA,NA,1--5,NA,0.213178295,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Hemarthria uncinata,TRUE,NA,NA,NA,1--5,NA,0.213178295,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Pullenia gunnii,TRUE,TRUE,NA,NA,1--5,NA,0.213178295,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Aristida warburgii,TRUE,NA,NA,NA,NA,NA,0.213178295,0.2,NA,NA,NA,NA,NA,0.2,0.2
Hydrocotyle bonariensis,TRUE,NA,NA,NA,NA,NA,0.213178295,0.2,NA,NA,NA,NA,NA,0.2,0.2
Amaryllis belladonna,TRUE,NA,NA,NA,NA,NA,0.23255814,0.2,NA,NA,NA,NA,NA,0.2,0.2
Ehrharta erecta,TRUE,TRUE,NA,NA,NA,NA,0.23255814,0.2,0.2,NA,NA,NA,NA,0.2,0.2
Desmodium rhytidophyllum,TRUE,TRUE,NA,0.3,1--5,1,0.251937984,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Themeda triandra,TRUE,TRUE,NA,1,1--5,1,0.251937984,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Digitaria parviflora,TRUE,NA,NA,NA,0--1,NA,0.251937984,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Schelhammera undulata,TRUE,NA,NA,NA,1--5,NA,0.251937984,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Chloris gayana,TRUE,NA,NA,NA,NA,NA,0.251937984,0.2,NA,NA,NA,NA,NA,0.2,0.2
Erythrina crista-galli,TRUE,NA,NA,NA,NA,NA,0.251937984,0.2,NA,NA,NA,NA,NA,0.2,0.2
Panicum simile,TRUE,NA,NA,0.3,0--1,1,0.290697674,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Blechnum lineare,TRUE,NA,NA,NA,1--5,1,0.290697674,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Sporobolus creber,TRUE,NA,NA,NA,5--20,1,0.290697674,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Andropogon virginicus,TRUE,NA,NA,NA,NA,1,0.290697674,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Eustrephus latifolius,TRUE,TRUE,NA,NA,5--10,NA,0.290697674,0.2,0.2,NA,NA,1,NA,0.2,0.299069756
Ipomoea indica,TRUE,NA,NA,NA,NA,NA,0.290697674,0.2,NA,NA,NA,NA,NA,0.2,0.2
Comesperma sphaerocarpum,TRUE,NA,NA,NA,1--5,1,0.3,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Drosera peltata,TRUE,TRUE,NA,NA,1--5,1,0.3,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Pandorea pandorana,TRUE,TRUE,NA,0.6,5--10,1,0.3,0.2,0.2,NA,0.2,1,0.2,0.2,0.261532097
Bursaria spinosa subsp. spinosa,TRUE,TRUE,NA,NA,5--20,1,0.3,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Lomandra obliqua,TRUE,TRUE,NA,1,NA,1,0.3,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Boronia pinnata,TRUE,TRUE,NA,2,NA,1,0.3,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Acianthus pusillus,TRUE,FALSE,NA,1,1--5,1,0.310077519,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Corunastylis rufa,TRUE,FALSE,NA,1,1--5,1,0.310077519,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Scaevola ramosissima,TRUE,NA,NA,NA,1--5,1,0.310077519,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Coronidium scorpioides,TRUE,TRUE,NA,NA,1--5,1,0.310077519,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Chlorophytum comosum,TRUE,NA,NA,1,NA,1,0.310077519,0.2,NA,NA,0.2,NA,0.2,0.2,0.2
Setaria palmifolia,TRUE,NA,NA,NA,NA,1,0.310077519,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Hypoxis hygrometrica,TRUE,NA,NA,NA,1--5,2,0.310077519,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Dichelachne micrantha,TRUE,TRUE,NA,NA,1--5,2,0.310077519,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Lantana camara,TRUE,TRUE,NA,NA,0--5,NA,0.310077519,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Amperea xiphoclada,TRUE,TRUE,NA,NA,1--5,NA,0.310077519,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Tricoryne simplex,TRUE,NA,NA,1,NA,NA,0.310077519,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Solidago canadensis,TRUE,NA,NA,NA,NA,NA,0.310077519,0.2,NA,NA,NA,NA,NA,0.2,0.2
Aristida benthamii,TRUE,NA,NA,NA,0--1,1,0.329457364,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Drosera binata,TRUE,NA,NA,0.1,1--5,1,0.329457364,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Leptospermum trinervium,TRUE,TRUE,NA,0.5,1--5,1,0.329457364,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Xyris juncea,TRUE,NA,NA,1,0--1,2,0.329457364,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Chorizandra sphaerocephala,TRUE,NA,NA,1,1--5,2,0.329457364,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Stackhousia nuda,TRUE,NA,NA,NA,1--5,2,0.329457364,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Corunastylis pumila,TRUE,NA,NA,NA,1--5,NA,0.329457364,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Coronidium rutidolepis,TRUE,NA,NA,NA,NA,1,0.348837209,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Asparagus officinalis,TRUE,NA,NA,NA,NA,NA,0.348837209,0.2,NA,NA,NA,NA,NA,0.2,0.2
Cortaderia selloana,TRUE,NA,NA,NA,NA,NA,0.348837209,0.2,NA,NA,NA,NA,NA,0.2,0.2
Crocosmia x crocosmiiflora,TRUE,NA,NA,NA,NA,NA,0.348837209,0.2,NA,NA,NA,NA,NA,0.2,0.2
Narcissus sp. [Kubiak_2009],TRUE,NA,NA,NA,NA,NA,0.348837209,0.2,NA,NA,NA,NA,NA,0.2,0.2
Pterostylis acuminata,TRUE,NA,NA,NA,NA,NA,0.348837209,0.2,NA,NA,NA,NA,NA,0.2,0.2
Geranium homeanum,TRUE,NA,NA,NA,1--5,NA,0.368217054,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Agave americana,TRUE,NA,NA,NA,NA,NA,0.368217054,0.2,NA,NA,NA,NA,NA,0.2,0.2
Melinis repens,TRUE,NA,NA,NA,NA,NA,0.368217054,0.2,NA,NA,NA,NA,NA,0.2,0.2
Persicaria capitata,TRUE,NA,NA,NA,NA,NA,0.368217054,0.2,NA,NA,NA,NA,NA,0.2,0.2
Liparophyllum exaltatum,TRUE,NA,NA,0.6,1--5,1,0.387596899,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Cycnogeton procerum,TRUE,NA,NA,NA,1--5,1,0.387596899,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Philydrum lanuginosum,TRUE,TRUE,NA,NA,0--1,NA,0.387596899,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Goodenia heterophylla,TRUE,NA,NA,NA,1--5,NA,0.387596899,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Ludwigia peruviana,TRUE,NA,NA,NA,NA,NA,0.387596899,0.2,NA,NA,NA,NA,NA,0.2,0.2
Leucopogon affinis,TRUE,TRUE,NA,NA,1--5,1,0.4,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Lindsaea microphylla,TRUE,NA,NA,NA,1--5,NA,0.406976744,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Prasophyllum striatum,TRUE,NA,NA,NA,NA,NA,0.426356589,0.2,NA,NA,NA,NA,NA,0.2,0.2
Pterostylis daintreeana,TRUE,NA,NA,NA,NA,NA,0.426356589,0.2,NA,NA,NA,NA,NA,0.2,0.2
Acianthus fornicatus,TRUE,NA,NA,0.75,1--5,0.75,0.445736434,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Phyllanthus hirtellus,TRUE,TRUE,NA,1,1--5,1,0.445736434,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Blechnum medium,TRUE,NA,NA,NA,1--5,1,0.445736434,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Opercularia aspera,TRUE,TRUE,NA,NA,1--5,1,0.445736434,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Hibbertia diffusa,TRUE,TRUE,NA,0.5,1--5,NA,0.445736434,0.2,0.2,NA,0.2,0.2,NA,0.2,0.2
Blechnum neohollandicum,TRUE,NA,NA,NA,1--5,NA,0.445736434,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Christella dentata,TRUE,NA,NA,NA,1--5,NA,0.445736434,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Pteris vittata,TRUE,NA,NA,NA,1--5,NA,0.445736434,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Potentilla indica,TRUE,NA,NA,0.5,NA,NA,0.445736434,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Cheilanthes sieberi,TRUE,NA,NA,NA,NA,NA,0.445736434,0.2,NA,NA,NA,NA,NA,0.2,0.2
Reinwardtia indica,TRUE,NA,NA,NA,NA,NA,0.445736434,0.2,NA,NA,NA,NA,NA,0.2,0.2
Pterostylis longifolia,TRUE,FALSE,NA,1,1--5,1,0.465116279,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Lobelia dentata,TRUE,TRUE,NA,NA,0--1,1,0.5,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Patersonia sericea,TRUE,TRUE,NA,1,1--5,1,0.5,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Glochidion ferdinandi var. ferdinandi,TRUE,FALSE,NA,NA,5--20,1,0.5,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Blandfordia nobilis,TRUE,TRUE,NA,1.25,NA,1,0.5,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
Asplenium flabellifolium,TRUE,NA,NA,NA,1--5,1,0.503875969,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Cyperus albostriatus,TRUE,NA,NA,NA,NA,1,0.503875969,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Aristida calycina var. calycina,TRUE,NA,NA,NA,1--5,NA,0.503875969,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Lilium formosanum,TRUE,NA,NA,0.75,NA,NA,0.503875969,0.2,NA,NA,0.2,NA,NA,0.2,0.2
Thunbergia alata,TRUE,NA,NA,NA,NA,NA,0.503875969,0.2,NA,NA,NA,NA,NA,0.2,0.2
Acianthus caudatus,TRUE,FALSE,NA,1,1--5,1,0.542635659,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Pterostylis concinna,TRUE,NA,NA,NA,1--5,NA,0.562015504,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Diuris maculata,TRUE,FALSE,NA,1,1--5,1,0.581395349,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Pterostylis nutans,TRUE,FALSE,NA,1,1--5,1,0.581395349,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Stylidium graminifolium,TRUE,TRUE,NA,NA,1--5,1,0.581395349,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Rumex sagittatus,TRUE,NA,NA,NA,NA,1,0.581395349,0.2,NA,NA,NA,NA,0.2,0.2,0.2
Adiantum aethiopicum,TRUE,NA,NA,NA,1--5,1,0.6,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Lepidosperma filiforme,TRUE,TRUE,NA,NA,1--5,1,0.6,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Thelymitra ixioides var. ixioides,TRUE,FALSE,NA,NA,NA,1,0.6,0.2,1,NA,NA,NA,0.2,0.2,0.299069756
Glossodia major,TRUE,FALSE,NA,1,1--5,1,0.600775194,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Dampiera stricta,TRUE,TRUE,NA,1,1--5,1,0.600775194,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Hardenbergia violacea,TRUE,TRUE,NA,1,1--5,1,0.600775194,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Glossodia minor,TRUE,NA,NA,0.75,1--5,2,0.600775194,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Chorizandra cymbaria,TRUE,TRUE,NA,1,1--5,2,0.600775194,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Hovea linearis,TRUE,TRUE,NA,NA,1--5,2,0.600775194,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Goodenia bellidifolia,TRUE,NA,NA,NA,1--5,NA,0.600775194,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Thelymitra ixioides,TRUE,NA,NA,NA,1--5,NA,0.600775194,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Angophora hispida,TRUE,TRUE,NA,NA,NA,1,0.620155039,0.2,0.2,NA,NA,NA,0.2,0.2,0.2
Xyris operculata,TRUE,NA,NA,1,1--5,2,0.620155039,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Lepidosperma limicola,TRUE,NA,NA,NA,1--5,2,0.620155039,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Schoenus moorei,TRUE,NA,NA,1,0--1,NA,0.620155039,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Sowerbaea juncea,TRUE,NA,NA,NA,1--5,NA,0.620155039,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Blechnum nudum,TRUE,TRUE,NA,NA,1--5,NA,0.639534884,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Freesia leichtlinii subsp. leichtlinii x Freesia leichtlinii subsp. alba,TRUE,NA,NA,NA,NA,NA,0.639534884,0.2,NA,NA,NA,NA,NA,0.2,0.2
Romulea rosea,TRUE,TRUE,NA,NA,NA,NA,0.639534884,0.2,0.2,NA,NA,NA,NA,0.2,0.2
Caladenia catenata,TRUE,FALSE,NA,1,1--5,1,0.658914729,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Lomandra longifolia,TRUE,FALSE,NA,1,1--5,1,0.658914729,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Ageratina riparia,TRUE,NA,NA,NA,NA,NA,0.658914729,0.2,NA,NA,NA,NA,NA,0.2,0.2
Gymnostachys anceps,TRUE,NA,NA,NA,5--10,1,0.678294574,0.2,NA,NA,NA,1,0.2,0.2,0.299069756
Smilax australis,TRUE,FALSE,NA,NA,5--20,1,0.678294574,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Glycine clandestina,TRUE,TRUE,NA,0.3,1--5,2,0.678294574,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Lomandra filiformis subsp. filiformis,TRUE,NA,NA,1,1--5,2,0.678294574,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Lepidosperma neesii,TRUE,FALSE,NA,2,1--5,2,0.678294574,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Geitonoplesium cymosum,TRUE,FALSE,NA,NA,1--5,2,0.678294574,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Trachymene incisa,TRUE,TRUE,NA,NA,1--5,2,0.678294574,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Livistona australis,TRUE,FALSE,NA,NA,20--,2,0.678294574,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Schoenus melanostachys,TRUE,FALSE,NA,1,1--5,NA,0.678294574,0.2,1,NA,0.2,0.2,NA,0.2,0.275945932
Sticherus flabellatus,TRUE,NA,NA,NA,1--5,NA,0.678294574,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Xanthorrhoea arborea,TRUE,FALSE,NA,2,NA,NA,0.678294574,0.2,1,NA,0.2,NA,NA,0.2,0.299069756
Lomandra glauca,TRUE,FALSE,NA,0.6,1--5,1,0.697674419,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Caladenia carnea,TRUE,FALSE,NA,1,1--5,1,0.697674419,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Microtis unifolia,TRUE,FALSE,NA,1,1--5,1,0.697674419,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Burchardia umbellata,TRUE,FALSE,NA,NA,1--5,1,0.697674419,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Solanum mauritianum,TRUE,FALSE,NA,1,NA,1,0.697674419,0.2,1,NA,0.2,NA,0.2,0.2,0.275945932
Pittosporum revolutum,TRUE,FALSE,NA,NA,0--1,2,0.697674419,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Dampiera purpurea,TRUE,NA,NA,NA,1--5,2,0.697674419,0.2,NA,NA,NA,0.2,0.2,0.2,0.2
Schoenus ericetorum,TRUE,TRUE,NA,NA,1--5,2,0.697674419,0.2,0.2,NA,NA,0.2,0.2,0.2,0.2
Prasophyllum elatum,TRUE,FALSE,NA,NA,5--20,2,0.697674419,0.2,1,NA,NA,1,0.2,0.2,0.380730788
Bossiaea obcordata,TRUE,TRUE,NA,NA,5--20,2,0.697674419,0.2,0.2,NA,NA,1,0.2,0.2,0.275945932
Centrolepis strigosa,FALSE,TRUE,NA,NA,0--1,NA,0.697674419,1,0.2,NA,NA,0.2,NA,0.2,0.299069756
Lyperanthus suaveolens,TRUE,NA,NA,0.75,1--5,NA,0.697674419,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Hybanthus monopetalus,TRUE,NA,NA,1,1--5,NA,0.697674419,0.2,NA,NA,0.2,0.2,NA,0.2,0.2
Vinca major,TRUE,NA,NA,NA,NA,NA,0.697674419,0.2,NA,NA,NA,NA,NA,0.2,0.2
Dichelachne crinita,TRUE,FALSE,NA,NA,0--1,1,0.717054264,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Caleana major,TRUE,NA,NA,1,1--5,1,0.717054264,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Caesia parviflora,TRUE,FALSE,NA,1,1--5,1,0.717054264,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Thelymitra pauciflora,TRUE,FALSE,NA,1,1--5,1,0.717054264,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Lissanthe strigosa subsp. subulata,TRUE,FALSE,NA,2,1--5,2,0.717054264,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Schoenus imberbis,TRUE,TRUE,NA,1.5,1--5,NA,0.717054264,0.2,0.2,NA,0.2,0.2,NA,0.2,0.2
Calochilus campestris,TRUE,NA,NA,NA,1--5,NA,0.717054264,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Calochilus paludosus,TRUE,NA,NA,NA,1--5,NA,0.717054264,0.2,NA,NA,NA,0.2,NA,0.2,0.2
Diuris aurea,TRUE,NA,NA,NA,NA,NA,0.717054264,0.2,NA,NA,NA,NA,NA,0.2,0.2
Phyllota grandiflora,TRUE,NA,NA,NA,NA,NA,0.717054264,0.2,NA,NA,NA,NA,NA,0.2,0.2
Conospermum longifolium subsp. longifolium,TRUE,TRUE,NA,NA,NA,NA,0.717054264,0.2,0.2,NA,NA,NA,NA,0.2,0.2
Patersonia glabrata,TRUE,FALSE,NA,0.3,1--5,1,0.736434109,0.2,1,NA,0.2,0.2,0.2,0.2,0.261532097
Hibbertia dentata,TRUE,TRUE,NA,1,1--5,1,0.736434109,0.2,0.2,NA,0.2,0.2,0.2,0.2,0.2
Polymeria calycina,TRUE,NA,NA,1.1,1--5,1,0.736434109,0.2,NA,NA,0.2,0.2,0.2,0.2,0.2
Clematis aristata,TRUE,FALSE,NA,NA,1--5,1,0.736434109,0.2,1,NA,NA,0.2,0.2,0.2,0.275945932
Hibbertia bracteata,TRUE,TRUE,NA,1,NA,1,0.736434109,0.2,0.2,NA,0.2,NA,0.2,0.2,0.2
